timestamp,fuel_rate_lph
2026-06-03 06:20:00,4.5868
2026-06-03 06:40:00,4.9182
2026-06-03 07:00:00,1.6953
,
2026-06-03 08:00:00,5.4105
2026-06-03 08:20:00,4.4317
2026-06-03 08:40:00,5.6561
2026-06-03 09:00:00,3.1083
,
2026-06-03 10:20:00,4.4582
2026-06-03 10:40:00,4.3848
2026-06-03 11:00:00,3.3682
2026-06-03 11:20:00,2.7779
,
2026-06-03 12:20:00,5.3666
2026-06-03 12:40:00,3.7916
,
2026-06-04 07:40:00,4.3858
2026-06-04 08:00:00,2.99
2026-06-04 08:20:00,3.8675
2026-06-04 08:40:00,3.4523
2026-06-04 09:00:00,3.2467
2026-06-04 09:20:00,2.5431
,
2026-06-04 10:00:00,1.8656
2026-06-04 10:20:00,5.3184
2026-06-04 10:40:00,4.6454
2026-06-04 11:00:00,3.6656
2026-06-04 11:20:00,4.2167
,
2026-06-05 06:20:00,5.4862
2026-06-05 06:40:00,4.3605
2026-06-05 07:00:00,5.4943
2026-06-05 07:20:00,4.0366
2026-06-05 07:40:00,3.9546
,
2026-06-05 10:00:00,2.9233
2026-06-05 10:20:00,4.9026
2026-06-05 10:40:00,3.9745
2026-06-05 11:00:00,6.0887
,
2026-06-05 11:00:00,0.8883
2026-06-05 11:20:00,5.0154
,
2026-06-05 12:20:00,3.6829
,
2026-06-06 08:00:00,4.1828
2026-06-06 08:20:00,4.3634
2026-06-06 08:40:00,3.3198
2026-06-06 09:00:00,4.7409
2026-06-06 09:20:00,4.7108
2026-06-06 09:40:00,4.1183
,
2026-06-06 11:20:00,4.8641
2026-06-06 11:40:00,3.532
2026-06-06 12:00:00,4.1614
,
2026-06-06 13:00:00,3.541
2026-06-06 13:20:00,4.6989
2026-06-06 13:40:00,3.2542
2026-06-06 14:00:00,4.4451
2026-06-06 14:20:00,2.0759
,
2026-06-07 07:20:00,3.8234
2026-06-07 07:40:00,2.8583
2026-06-07 08:00:00,5.3199
2026-06-07 08:20:00,2.2038
,
2026-06-07 10:20:00,3.8743
2026-06-07 10:40:00,3.1453
,
2026-06-07 11:00:00,1.1579
2026-06-07 11:20:00,4.6564
2026-06-07 11:40:00,2.3831
2026-06-07 12:00:00,4.0205
2026-06-07 12:20:00,2.8368
,
2026-06-08 07:00:00,4.1956
2026-06-08 07:20:00,4.3351
2026-06-08 07:40:00,4.1337
2026-06-08 08:00:00,5.3768
2026-06-08 08:20:00,3.8658
2026-06-08 08:40:00,4.8439
2026-06-08 09:00:00,2.6942
,
2026-06-08 10:40:00,4.832
2026-06-08 11:00:00,3.8507
2026-06-08 11:20:00,4.5691
2026-06-08 11:40:00,6.1469
,
2026-06-08 12:40:00,4.4376
2026-06-08 13:00:00,3.192
,
2026-06-09 06:00:00,4.4433
2026-06-09 06:20:00,4.4296
2026-06-09 06:40:00,4.5766
2026-06-09 07:00:00,4.1128
2026-06-09 07:20:00,4.0591
2026-06-09 07:40:00,3.114
,
2026-06-09 09:40:00,4.7079
2026-06-09 10:00:00,4.4748
2026-06-09 10:20:00,5.7914
,
2026-06-09 10:40:00,0.884
2026-06-09 11:00:00,3.9695
2026-06-09 11:20:00,4.6491
2026-06-09 11:40:00,2.9201
,
2026-06-10 07:00:00,3.635
2026-06-10 07:20:00,3.568
2026-06-10 07:40:00,3.5177
2026-06-10 08:00:00,4.3424
2026-06-10 08:20:00,3.9945
2026-06-10 08:40:00,4.2819
,
2026-06-10 09:20:00,1.7647
2026-06-10 09:40:00,3.9195
2026-06-10 10:00:00,2.7152
2026-06-10 10:20:00,5.3248
2026-06-10 10:40:00,4.1159
,
2026-06-11 08:00:00,3.7382
2026-06-11 08:20:00,4.2599
2026-06-11 08:40:00,3.4271
2026-06-11 09:00:00,5.0791
2026-06-11 09:20:00,4.7185
2026-06-11 09:40:00,1.2135
,
2026-06-11 10:40:00,4.8144
2026-06-11 11:00:00,3.8342
2026-06-11 11:20:00,4.4908
,
2026-06-11 12:40:00,3.2418
2026-06-11 13:00:00,2.5431
2026-06-11 13:20:00,3.2529
2026-06-11 13:40:00,1.695
,
2026-06-12 06:40:00,3.29
2026-06-12 07:00:00,4.4966
2026-06-12 07:20:00,4.5068
2026-06-12 07:40:00,5.2522
2026-06-12 08:00:00,4.475
2026-06-12 08:20:00,5.5653
,
2026-06-12 09:00:00,4.5982
2026-06-12 09:20:00,3.4474
2026-06-12 09:40:00,3.7761
2026-06-12 10:00:00,4.6938
2026-06-12 10:20:00,4.2857
2026-06-12 10:40:00,4.5359
2026-06-12 11:00:00,3.9462
,
2026-06-13 07:40:00,5.0767
2026-06-13 08:00:00,4.2668
2026-06-13 08:20:00,2.2067
2026-06-13 08:40:00,4.1312
,
2026-06-13 10:00:00,4.0478
2026-06-13 10:20:00,3.0997
2026-06-13 10:40:00,4.3235
2026-06-13 11:00:00,2.9986
,
2026-06-13 11:20:00,4.4288
2026-06-13 11:40:00,2.7777
2026-06-13 12:00:00,3.5336
,
2026-06-13 12:40:00,4.1256
2026-06-13 13:00:00,3.0983
2026-06-13 13:20:00,3.8656
2026-06-13 13:40:00,2.5656
,
2026-06-14 06:20:00,3.0317
2026-06-14 06:40:00,4.3987
2026-06-14 07:00:00,4.4537
,
2026-06-14 09:00:00,4.5737
2026-06-14 09:20:00,3.1764
2026-06-14 09:40:00,3.2122
,
2026-06-14 10:20:00,5.2513
2026-06-14 10:40:00,4.1854
2026-06-14 11:00:00,11.6908
,
2026-06-14 11:40:00,4.4724
2026-06-14 12:00:00,4.9352
2026-06-14 12:20:00,3.5717
,
2026-06-15 06:40:00,4.2764
2026-06-15 07:00:00,4.3988
2026-06-15 07:20:00,3.1502
,
2026-06-15 08:40:00,5.8992
2026-06-15 09:00:00,4.1331
2026-06-15 09:20:00,4.6892
2026-06-15 09:40:00,3.1819
,
2026-06-15 11:00:00,4.6905
2026-06-15 11:20:00,4.7247
2026-06-15 11:40:00,4.1916
,
2026-06-15 12:40:00,5.2338
2026-06-15 13:00:00,3.8533
,
2026-06-16 07:20:00,3.8729
2026-06-16 07:40:00,4.2026
2026-06-16 08:00:00,3.2833
2026-06-16 08:20:00,4.3677
2026-06-16 08:40:00,4.9774
2026-06-16 09:00:00,3.824
,
2026-06-16 09:40:00,4.2085
2026-06-16 10:00:00,2.6758
2026-06-16 10:20:00,4.0469
2026-06-16 10:40:00,4.4052
,
2026-06-16 11:40:00,2.6275
2026-06-16 12:00:00,5.3295
2026-06-16 12:20:00,2.8303
2026-06-16 12:40:00,3.9451
,
2026-06-17 08:00:00,2.469
2026-06-17 08:20:00,2.6249
2026-06-17 08:40:00,4.6887
2026-06-17 09:00:00,3.7335
,
2026-06-17 09:40:00,5.3592
2026-06-17 10:00:00,4.3276
2026-06-17 10:20:00,3.9311
,
2026-06-17 11:00:00,2.88
2026-06-17 11:20:00,3.2102
2026-06-17 11:40:00,4.8586
,
2026-06-17 12:20:00,3.0551
2026-06-17 12:40:00,1.7685
,
2026-06-18 06:40:00,5.4001
2026-06-18 07:00:00,3.8561
2026-06-18 07:20:00,4.4258
2026-06-18 07:40:00,4.3264
2026-06-18 08:00:00,4.2053
2026-06-18 08:20:00,4.1428
,
2026-06-18 10:00:00,4.0663
2026-06-18 10:20:00,3.4903
2026-06-18 10:40:00,3.8965
2026-06-18 11:00:00,10.0945
,
2026-06-18 11:20:00,5.7426
2026-06-18 11:40:00,4.1462
2026-06-18 12:00:00,4.4763
2026-06-18 12:20:00,4.0009
,
2026-06-19 07:20:00,5.038
2026-06-19 07:40:00,2.3704
2026-06-19 08:00:00,4.3254
2026-06-19 08:20:00,4.228
,
2026-06-19 10:00:00,3.9093
2026-06-19 10:20:00,5.1942
2026-06-19 10:40:00,3.0033
2026-06-19 11:00:00,4.1561
2026-06-19 11:20:00,3.9013
,
2026-06-19 12:00:00,3.4927
2026-06-19 12:20:00,2.8545
,
2026-06-19 13:20:00,2.6419
2026-06-19 13:40:00,3.3082
2026-06-19 14:00:00,4.5436
,
2026-06-20 07:40:00,5.3697
2026-06-20 08:00:00,4.9692
2026-06-20 08:20:00,4.9666
2026-06-20 08:40:00,3.6503
2026-06-20 09:00:00,3.5985
2026-06-20 09:20:00,3.8223
2026-06-20 09:40:00,3.905
,
2026-06-20 10:00:00,4.9457
2026-06-20 10:20:00,4.7896
2026-06-20 10:40:00,4.1654
,
2026-06-20 11:20:00,4.3403
2026-06-20 11:40:00,4.8932
2026-06-20 12:00:00,4.2528
2026-06-20 12:20:00,4.9115
2026-06-20 12:40:00,2.4596
,
2026-06-21 06:00:00,2.2731
2026-06-21 06:20:00,3.6402
2026-06-21 06:40:00,3.4183
2026-06-21 07:00:00,4.8502
2026-06-21 07:20:00,3.7285
2026-06-21 07:40:00,1.5533
,
2026-06-21 09:00:00,4.0306
2026-06-21 09:20:00,5.2268
2026-06-21 09:40:00,7.8767
,
2026-06-21 10:00:00,1.73
2026-06-21 10:20:00,3.9291
2026-06-21 10:40:00,4.9823
2026-06-21 11:00:00,4.5611
,
2026-06-22 08:20:00,4.5213
2026-06-22 08:40:00,3.0976
2026-06-22 09:00:00,4.2872
2026-06-22 09:20:00,4.1155
,
2026-06-22 09:20:00,0.9168
2026-06-22 09:40:00,4.1856
2026-06-22 10:00:00,1.689
2026-06-22 10:20:00,3.6943
2026-06-22 10:40:00,4.2862
2026-06-22 11:00:00,3.3783
2026-06-22 11:20:00,3.9128
2026-06-22 11:40:00,3.5447
,
2026-06-23 08:00:00,4.1518
2026-06-23 08:20:00,5.4519
2026-06-23 08:40:00,4.3667
2026-06-23 09:00:00,4.6348
2026-06-23 09:20:00,5.1673
,
2026-06-23 09:40:00,5.3412
2026-06-23 10:00:00,4.7504
2026-06-23 10:20:00,4.5691
2026-06-23 10:40:00,4.483
2026-06-23 11:00:00,3.9748
2026-06-23 11:20:00,2.5783
2026-06-23 11:40:00,4.5993
2026-06-23 12:00:00,4.6265
2026-06-23 12:20:00,4.0042
,
2026-06-24 08:20:00,3.2938
2026-06-24 08:40:00,4.2378
2026-06-24 09:00:00,5.3615
2026-06-24 09:20:00,4.268
2026-06-24 09:40:00,4.3011
2026-06-24 10:00:00,3.2631
,
2026-06-24 12:00:00,3.3545
2026-06-24 12:20:00,4.5555
2026-06-24 12:40:00,4.6577
2026-06-24 13:00:00,4.2516
,
2026-06-24 14:20:00,0.8753
2026-06-24 14:40:00,3.4169
2026-06-24 15:00:00,2.6401
,
2026-06-25 07:20:00,3.8226
2026-06-25 07:40:00,1.3462
2026-06-25 08:00:00,3.8983
2026-06-25 08:20:00,4.1058
2026-06-25 08:40:00,4.4322
2026-06-25 09:00:00,0.53
,
2026-06-25 11:00:00,3.4362
2026-06-25 11:20:00,3.5664
2026-06-25 11:40:00,4.6724
,
2026-06-25 12:00:00,3.77
2026-06-25 12:20:00,2.2612
2026-06-25 12:40:00,2.9987
2026-06-25 13:00:00,4.2227
2026-06-25 13:20:00,1.3048
,
2026-06-26 07:20:00,3.4026
2026-06-26 07:40:00,4.602
2026-06-26 08:00:00,4.7778
2026-06-26 08:20:00,3.8199
2026-06-26 08:40:00,3.6888
2026-06-26 09:00:00,3.346
,
2026-06-26 10:00:00,3.7458
2026-06-26 10:20:00,4.8135
2026-06-26 10:40:00,4.8782
2026-06-26 11:00:00,4.2389
,
2026-06-26 12:00:00,4.2151
2026-06-26 12:20:00,4.6768
2026-06-26 12:40:00,4.97
2026-06-26 13:00:00,2.9944
,
2026-06-27 06:40:00,2.7433
2026-06-27 07:00:00,4.1042
2026-06-27 07:20:00,4.2338
2026-06-27 07:40:00,3.7088
2026-06-27 08:00:00,5.8148
2026-06-27 08:20:00,3.5201
,
2026-06-27 09:40:00,3.4822
2026-06-27 10:00:00,3.1763
2026-06-27 10:20:00,4.0781
,
2026-06-27 11:00:00,5.292
2026-06-27 11:20:00,5.0765
2026-06-27 11:40:00,3.9551
,
2026-06-28 06:20:00,6.2925
2026-06-28 06:40:00,4.6898
2026-06-28 07:00:00,2.5306
2026-06-28 07:20:00,4.6028
2026-06-28 07:40:00,3.161
2026-06-28 08:00:00,2.6777
,
2026-06-28 10:00:00,4.0521
2026-06-28 10:20:00,2.4632
2026-06-28 10:40:00,4.2238
,
2026-06-28 11:40:00,3.0875
2026-06-28 12:00:00,4.5833
2026-06-28 12:20:00,3.3959
,
2026-06-29 06:00:00,5.1573
2026-06-29 06:20:00,3.7223
2026-06-29 06:40:00,5.6645
2026-06-29 07:00:00,3.2908
2026-06-29 07:20:00,3.8203
2026-06-29 07:40:00,3.3471
,
2026-06-29 08:40:00,2.9617
2026-06-29 09:00:00,4.6419
2026-06-29 09:20:00,4.2915
,
2026-06-29 10:20:00,3.8428
2026-06-29 10:40:00,3.5316
,
2026-06-30 07:20:00,5.258
2026-06-30 07:40:00,4.4109
2026-06-30 08:00:00,4.6423
2026-06-30 08:20:00,4.0472
2026-06-30 08:40:00,3.3142
2026-06-30 09:00:00,4.1185
,
2026-06-30 10:00:00,4.4546
2026-06-30 10:20:00,5.2942
2026-06-30 10:40:00,6.0595
,
2026-06-30 12:20:00,2.6144
2026-06-30 12:40:00,3.2863
,
2026-07-01 06:20:00,4.3926
2026-07-01 06:40:00,3.937
2026-07-01 07:00:00,3.6241
2026-07-01 07:20:00,5.0563
2026-07-01 07:40:00,3.1488
,
2026-07-01 08:20:00,4.8224
2026-07-01 08:40:00,3.2409
2026-07-01 09:00:00,3.6557
,
2026-07-01 10:00:00,3.9
2026-07-01 10:20:00,3.7878
,
2026-07-02 06:00:00,3.6959
2026-07-02 06:20:00,2.7148
2026-07-02 06:40:00,5.4155
2026-07-02 07:00:00,4.0297
2026-07-02 07:20:00,4.1633
,
2026-07-02 08:20:00,5.5173
2026-07-02 08:40:00,4.2525
2026-07-02 09:00:00,4.2697
,
2026-07-02 09:20:00,2.9661
2026-07-02 09:40:00,4.302
2026-07-02 10:00:00,4.5688
,
2026-07-03 06:20:00,4.716
2026-07-03 06:40:00,2.5175
2026-07-03 07:00:00,3.9512
,
2026-07-03 07:40:00,2.064
2026-07-03 08:00:00,5.481
2026-07-03 08:20:00,3.1333
2026-07-03 08:40:00,4.5186
2026-07-03 09:00:00,5.5971
2026-07-03 09:20:00,3.12
2026-07-03 09:40:00,3.8324
